ID,Номер группы,Год создания группы,Порядковый номер группы,Id Образовательной программы,Дата начала обучения,Дата окончания обучения,Максимальное количество обучающихся,Текущее количество обучающихся,Состояние,Курс в Moodle,Id чата группы,Форма реализации,Id организации
dcebaeaa8fb0449593776504cfda8ead,ПКВМ-22009,2022,9,5415ce1066d34c499f9a9c536e889f20,2022-04-05,2022-04-28,25,12,EducationCompleted,3,220f1dd1e8834bc6ae8254bcf91a3194,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
4ec839c1f85d4bf78336112a6eb3a9e5,ИСТЦ-22057,2022,57,36935cb78b694f468ba2420a63fb5be6,2022-05-23,2022-05-31,24,24,EducationCompleted,,92849d91b48e4ecdbda7d45736274cda,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
c2d4c43cf8094b11aadd289c48b8cc5e,НМДВ-22001,2022,1,7ab8acd5dfb04f0580b926f74aeb6916,2022-01-19,2022-01-28,10,10,EducationCompleted,,30c75e35e9164764a13b220caf7a6d23,24688da54501e501bfea9e1e4da982e2,011f0dc08c08467b90c5b9f4c742142a
7125f25ba6154cef824748afe61d5737,ТЗОЖ-22015,2022,15,1dfb1c7301cc465b9b2d26a084cecf2e,2022-03-14,2022-04-27,12,12,EducationCompleted,,4881954124fa44e8a896206d42e8728c,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
4ec81ce7da384eb2b9945a68a0132005,БУХГ-22043,2022,43,e93c4a29bca44081951495e8f152ebf5,2022-05-06,2022-05-14,16,16,EducationCompleted,,37a673e231b446dcb6f60792acc9b805,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
65dc06f4ebbb4a958dbb668dbcec4bdc,ПРПМ-22014,2022,14,59d949c622ef4bdbac2849dd12dc6b84,2022-05-17,2022-06-02,25,12,EducationCompleted,172,2e407c15264e41b0874c9ddcef52e889,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
4f8d8bf5a04d451393fc0635ff3ad447,БУХГ-22044,2022,44,e93c4a29bca44081951495e8f152ebf5,2022-05-17,2022-05-26,16,16,EducationCompleted,,cd7963fc2cfd4f93854a40fdbaf1b4cd,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
ecc58ce641744425aa4b369b97df7df1,МЕХО-22011,2022,11,59f351e0ed7f485ab66845ae45f094cb,2022-02-24,2022-12-30,24,24,EducationInProgress,,3da240f95dd44dc9accbc256983151a1,3d558de54501e710bfea9e1e1da952d3,3b6a2fe437e04869a5846f98b6a74a61
5182c2dd8d12479386291edd529a08d8,БУХГ-22045,2022,45,e93c4a29bca44081951495e8f152ebf5,2022-05-30,2022-06-17,28,27,EducationCompleted,,8b43bd20ae3b414cacdc04412dabc181,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
19561041b5854ff9b48fd35965e5506d,КМПС-22036,2022,36,f8c4f0cceb6a4268a46a392dba9c09ee,2022-04-28,2022-05-13,5,5,EducationCompleted,,0a6531e369454e5cba0f8d279e9165b9,3d558de54501e710bfea9e1e1da952d3,3b6a2fe437e04869a5846f98b6a74a61
f9ca919b9b5f4ba495d3adf2a24b8842,ПРЭК-22003,2022,3,97a38423388040f6a76817f4f7c80929,2022-02-07,2022-02-21,25,25,EducationCompleted,79,db7846cc01704d02b5843201fea1b317,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
f8a1b8b92a9044f39cc0d54983fc7d46,ПРБЕ-21165,2021,165,c1377fa706b8415089d16c640ca36734,2021-12-27,2022-01-28,27,27,EducationCompleted,,52a713f815564f238c7d42fb5a6657a9,12643a654501e500bfea9e1e1da982b1,76cbcf0076094917a7356e1ce015dd68
6eb83d33dde44548982a9a11520986a9,ВЕБД-22004,2022,4,e50633ff150b4f16a672de8060e7b236,2022-01-21,2022-12-16,15,0,EducationInProgress,,f34a193e00124dbdb8a8b95acba54467,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
d91e77e238ad4d1f8edf1d27c3889be5,ЭМСС-20001,2020,1,c62122c29d774117ba90763e595fcbdf,2020-11-14,2021-04-28,25,13,EducationCompleted,,2e9be9ff6cce4708b564166687716462,3d558de54501e710bfea9e1e1da952d3,92299301d3464f9989b4771985b56e0c
adc5e5f7556a4afaac6e2840f75e8de8,СОШР-21019,2021,19,fcf79ba7dd0e49ad9aaf4e026940bade,2021-04-02,2021-04-30,13,13,EducationCompleted,,a0efbd578d7441c297bd5c87c8cbe410,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
ba810938838f4b25a9c5527d407ff19d,ДПОТ-21026,2021,26,f1160e6eadf64e0e8bfcbc1caf87079d,2021-05-17,2021-05-22,15,14,EducationCompleted,,35160a8c1a284d1b9465f6f8bde41a00,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
ae3ddaa1a40241f0a4ac1fbdc086bc4d,ИСТЦ-21158,2021,158,36935cb78b694f468ba2420a63fb5be6,2021-11-12,2021-11-30,20,20,EducationCompleted,,461f3582d27444b4810f521ee655df8e,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
a4fe4356ce6a4ee784e657f4de4e8f04,ГДЕЛ-21156,2021,156,5b0cf74af83f4bc6a39c4945a8efb806,2021-09-01,2021-12-21,28,28,EducationCompleted,,2633985a2d744ff980b4d792f76858eb,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
4e3cb45d36c94937ba24a8d07c938882,ПОЦК-21011,2021,11,a2637c9bdc694691a1ae51e0cf13547a,2021-03-31,2021-06-04,10,6,EducationCompleted,,d8299be25110491aab21d989b8575129,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
27c5677a8b8749bc9da3e9d4cab2d18d,КАСС-21015,2021,15,78d127fd6e744583b1a0a98576c9746f,2021-03-15,2021-06-25,15,9,EducationCompleted,,b69a3a2ead32442bb317dd67835ad129,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
af4561d833314d2894dae85bf9cadc4d,ПОЦК-21009,2021,9,a2637c9bdc694691a1ae51e0cf13547a,2021-03-15,2021-05-28,11,9,EducationCompleted,,36c6952e607e4bf9b67f73cdc85eb653,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
26df6cd92b8a4504b7398f44fb6c895d,КОСЗ-21042,2021,42,16f91ec07cd7425ebfc99d612ce401f6,2021-06-11,2021-07-14,14,12,EducationCompleted,135,fe115c21d07a4ea4803d5845ee8a5b9e,24688da54501e501bfea9e1e4da982e2,70df14ca156e43ccaeaac1f90f729a78
625dec4e10414f418fcb2a14bf6db074,ДОТР-21028,2021,28,8f82b462080240df97646b15ae0e9723,2021-05-31,2021-06-05,3,2,EducationCompleted,,5c3973d8e2684a61912d9118d5a9545b,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
e3cddb6bb10440b6a9aa0c78798e4266,КРЦГ-20003,2020,3,0e39ffa8e1774547a6ace523b75d1935,2020-11-10,2021-04-27,25,7,EducationCompleted,,7f6a3484ca6e4e82a0baafa7ebfa94e5,3d558de54501e710bfea9e1e1da952d3,1110f137749a4ed8bdf8b1cd14231b06
f4c175dc5e17466b92daf54a53d6c65c,КАСС-21018,2021,18,78d127fd6e744583b1a0a98576c9746f,2021-03-31,2021-06-25,10,4,EducationCompleted,,f7ef56a1de6e41b1a6f11aa9f2b1db33,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
e10e2729c82847639697a7837e5a21e5,ИОКБ-21020,2021,20,59555d8c6891403ca3f5530f5233387e,2021-04-26,2021-05-14,15,15,EducationCompleted,,1837c9a9f63a442d92f2784bc25b9d83,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
a40c47b673f44c9f898c3d9d9d0beaa1,ПОЦК-21010,2021,10,a2637c9bdc694691a1ae51e0cf13547a,2021-03-31,2021-06-04,15,15,EducationCompleted,,66b23419478740e092effa9ce3282b03,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
4534ff4cc9184a1c8dfb8ed817905c00,ОТВА-20002,2020,2,7fbc291f102641f682db284758edeb6e,2020-11-10,2021-04-28,25,8,EducationCompleted,,3244dd04254e4e6d99fd1d0ee65cf60e,3d558de54501e710bfea9e1e1da952d3,92299301d3464f9989b4771985b56e0c
df338049fa7e4dff94bb5d2fc8c8e81e,ИОКБ-21022,2021,22,59555d8c6891403ca3f5530f5233387e,2021-05-13,2021-05-20,15,10,EducationCompleted,,262eafe49770472e9b1a3ae594d141b2,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
04af3c8525de434fa0dbdac12ec15560,ХЛЕБ-21027,2021,27,66f2dff0dcfb4db491cdd2e321e50c48,2021-05-17,2021-05-21,24,24,EducationCompleted,,fbac48afad934b498844215d9295e5ce,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
fdcce1f689824d0383094465c1671bd3,СОДЗ-22037,2022,37,5e09489229cf471cbd2f3858eefe8d11,2022-05-24,2022-07-08,5,5,EducationCompleted,,74a6fffe1e1146e9953eaaaa3f2a131b,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
c7e8a756c6d94f968c9a8b4e15aff3bf,ООДП-22007,2022,7,a91b7ad8aa664d3badc5e18b260d12e6,2022-02-21,2022-03-04,25,9,EducationCompleted,37,7238b145f470444ab6956c7780d36f5a,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
f1aa135159a94016a813bc9e45ace016,ПРЭК-22008,2022,8,97a38423388040f6a76817f4f7c80929,2022-03-14,2022-03-28,25,25,EducationCompleted,79,56b49cbd1e8d416ab746a0f46edc4082,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
069df892e21c429aa881bfb986528bec,КМПС-21159,2021,159,f8c4f0cceb6a4268a46a392dba9c09ee,2021-04-05,2021-04-30,8,8,EducationCompleted,,6caa45488f3b4aa0822795a44b1254c2,3d558de54501e710bfea9e1e1da952d3,3b6a2fe437e04869a5846f98b6a74a61
7031f446415a46ceb94c3f9a1509d2f2,МОРУ-21164,2021,164,0eba5f35cd54436aa1dfa7ffc0d65036,2021-09-01,2021-12-30,19,19,EducationCompleted,,a5378b47e962413f8f69aaf51ad5fc56,3d558de54501e710bfea9e1e1da952d3,3b6a2fe437e04869a5846f98b6a74a61
797486393a574ac195c8b98a2db367c4,ДОУП-21021,2021,21,c687fd55fdac411d9eb4a19278826df2,2021-05-10,2021-05-24,12,12,EducationCompleted,,76627e5851524c40b542bd041fbf9d74,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
629d031829b7491a8f1400934e569f62,ДОУП-21025,2021,25,c687fd55fdac411d9eb4a19278826df2,2021-05-11,2021-05-25,12,11,EducationCompleted,,eecd49d66fb34d0b978f48824d12deb2,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
7fd05f9c06ce4e65999a6867e005159b,ООПП-22010,2022,10,939754e5b2e34a48bd2ddce1b95063ed,2022-03-10,2022-03-30,25,16,EducationCompleted,171,dcb51304160b4b7b863b05a15f19bbfb,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
f5f8cfe2cb4041d6a5ab947635930769,СЗИТ-21136,2021,136,bfbf904c960c4689ab2de9641546d819,2021-11-15,2021-12-11,8,8,EducationCompleted,,49c5e3b8b290462080dead9ca8860669,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
68e2a7d93a1f4a6c90785a6730efb581,КОСЗ-21139,2021,139,10da4b3750664060b5fb32e02efb8f73,2021-11-17,2021-12-11,14,14,EducationCompleted,,370dc6cbb81749ecaf8e7f29807cd86a,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
50d0fb40bf874db88a8b3dd7e48459d4,КОСЗ-21086,2021,86,10da4b3750664060b5fb32e02efb8f73,2021-09-10,2021-10-09,14,14,EducationCompleted,,cf49a99a1e7d40548aa7a187b676ea5d,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
33ace2e262754292a82a03857c402994,СПМЗ-21076,2021,76,395ce7151812415f8a0090879bd57140,2021-08-09,2021-08-31,12,9,EducationCompleted,,a2747cf3fa374499a742ad8d56e69571,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
e952b3e22a3245419e37d1e1770e3b74,ПСЗП-21087,2021,87,8b893564f5ff4b0d9a50b4b22c7720d9,2021-09-06,2021-10-22,4,5,EducationCompleted,,f433efa962ff4789940c4d30c1df3ede,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
467e6123b4794f03904b32d4ca0fe937,КАСС-21016,2021,16,78d127fd6e744583b1a0a98576c9746f,2021-03-31,2021-06-25,15,11,EducationCompleted,,bd2c162c96d841459061a2bac734a7d7,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
5e6edc31311943f5a6b859e7f93d6fc5,ЮЛХА-21080,2021,80,53e165e4d17240f896bea9cd6d3d51e9,2021-09-15,2021-10-12,17,18,EducationCompleted,,12c3948083744230aa86a801becc801d,3d558de54501e710bfea9e1e1da952d3,4204f0248f6c4bd1b6fe42e7dbd374b4
2cc8dfecc08c47b1a24a876026f61f04,ПДСВ-21073,2021,73,3d57137d40de404695a59e7dc82145e6,2021-06-30,2021-07-27,7,7,EducationCompleted,,1c4e7f15b907456895912f58e31dc4fb,3d558de54501e710bfea9e1e1da952d3,70845dac335d40beae183cc63f8e2a7b
a44b9e91cdc14198b4bb13f3bc64821b,ПСЗФ-21071,2021,71,5e09489229cf471cbd2f3858eefe8d11,2021-07-12,2021-08-15,12,9,EducationCompleted,,b3eb3f9d8ab947c39eeba71430a3a5e7,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
5c4b9b6aa234456c94456d8344203d7c,ПМТЭ-21064,2021,64,91c3cf849f224146a78087e468f64c68,2021-06-30,2021-08-17,13,13,EducationCompleted,,275a3dc8a98049e4b85c08714cf34ad5,3d558de54501e710bfea9e1e1da952d3,94f0ff91986642d694c0e720c0586385
64d69b838fc645f88c357f45dfae1ea0,ПАРЗ-21077,2021,77,f431b039095d4d4290b353bb68f9304b,2021-08-16,2021-09-25,10,7,EducationCompleted,,85fcfdb294924d038d1c39bb1c9cd5c2,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
139bf0fb51344580977dbc86db333037,ВЭГС-21105,2021,105,3d57137d40de404695a59e7dc82145e6,2021-09-30,2021-10-27,2,2,EducationCompleted,,e423bd2a8fb74e438cbb9cd74550278c,3d558de54501e710bfea9e1e1da952d3,70845dac335d40beae183cc63f8e2a7b
b0a3841a093d44f58e139fd630ba5513,ВЭГС-21119,2021,119,040d80d5f48e434ebd1bed4decb5e957,2021-11-01,2021-11-30,5,5,EducationCompleted,,7243f239c5dc423c8e1139db8c02938e,3d558de54501e710bfea9e1e1da952d3,70845dac335d40beae183cc63f8e2a7b
d429656bd605412fbd7f959083dde657,КОСЗ-21100,2021,100,10da4b3750664060b5fb32e02efb8f73,2021-09-29,2021-10-27,21,15,EducationCompleted,,87581c82cfda4e7083188ddcf902619f,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
224ac3331392495094407f4a88488257,РИХТ-21109,2021,109,066d2b72dc0e4f9eb2d70fa5c6b4313a,2021-10-04,2021-10-29,8,8,EducationCompleted,,97c6a623e9d04cc3875e8e695233dfff,3d558de54501e710bfea9e1e1da952d3,3712765da66543089506906491b329f9
390605d5713e4e74b1c2efb3c4707553,ПОВА-21095,2021,95,db12f509326846f499b3e62fd430de4d,2021-09-20,2021-10-02,8,8,EducationCompleted,,5ddb9f998d0b4f27b217bff8f952c472,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
c1eed58bd5bd49db9be1b022065079ec,ВЭГС-21101,2021,101,3d57137d40de404695a59e7dc82145e6,2021-09-30,2021-10-27,10,10,EducationCompleted,,65257cbb84ac46098b07fdff0ad3ac33,3d558de54501e710bfea9e1e1da952d3,70845dac335d40beae183cc63f8e2a7b
eb38d40139234120a4e9da795bb122cc,ХЛЕБ-21099,2021,99,2ecdd3663d374bfe83892bb20e344537,2021-09-17,2021-10-29,10,10,EducationCompleted,,1ed543b75e7d46a38cdca72b88e5fdc4,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
cace41a354534e7893c43cf55de81641,ВРТО-21114,2021,114,136713221b764f0fbb4eee5c0a0b51a1,2021-09-24,2021-10-07,5,5,EducationCompleted,,67ae191c856747b095ce8feb8805e060,3d558de54501e710bfea9e1e1da952d3,1110f137749a4ed8bdf8b1cd14231b06
fff1b146633247679a1b1e7c91f92d82,ПМТТ-21093,2021,93,91c3cf849f224146a78087e468f64c68,2021-09-17,2021-11-24,7,7,EducationCompleted,,0ba8d7e36f7d4cc9b0acf19d0d1ece68,3d558de54501e710bfea9e1e1da952d3,94f0ff91986642d694c0e720c0586385
4bcdc643d26b4abdb91a299fd5b5e540,ПМЭЭ-21094,2021,94,ec8bd806b0b049ee809c8e1920ba91f2,2021-09-17,2021-11-24,4,4,EducationCompleted,,eceaa2391ceb45dc86d08c4e145122cd,3d558de54501e710bfea9e1e1da952d3,94f0ff91986642d694c0e720c0586385
3e4dd5d132dd4e87ab2fbf66d4525b8e,ЧРТК-20004,2020,4,587a6cf4ae5f40e3868bf15d2b6ca02b,2020-10-01,2021-12-30,25,13,EducationCompleted,,86489d952ed54abba516cc721fae6ea8,3d558de54501e710bfea9e1e1da952d3,3b6a2fe437e04869a5846f98b6a74a61
927421bee0114432a9033b00ed79616f,СОШС-21155,2021,155,5cfa79064f59421c82787b25efaf1e5e,2021-10-29,2022-02-28,10,10,EducationCompleted,,260b11fbd9a54bb0b3601ef445ae0363,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
2629b155455940b2829414902699d827,СТСО-21145,2021,145,66280b91a033411992a9e2d1ad6496e6,2021-11-29,2021-11-30,10,3,EducationCompleted,,e85d85ca3310430e9ab20967d42fdf5d,3d558de54501e710bfea9e1e1da952d3,92299301d3464f9989b4771985b56e0c
2a36f7734526427c8b7e56b88d948d65,ТОКА-22026,2022,26,73f6a4a9e67a4fafbef124bf6a822d14,2022-03-01,2022-03-31,5,5,EducationCompleted,,1de1dfc0160a40899978292d6119e314,3d558de54501e710bfea9e1e1da952d3,3b6a2fe437e04869a5846f98b6a74a61
936985c662154fb9ad0c1b73687d519f,СОДЗ-22058,2022,58,6fe00c23681a470490404122ad5ff9a2,2022-05-04,2022-06-18,15,15,EducationCompleted,,743ca75cdd7a4bfbb92eb406a1251cbd,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
4142a246537e43fd9d53012ac080a4e8,МУОП-22023,2022,23,55cb3b237aa24349b9b008cc43fb28f9,2022-09-21,2022-09-24,12,0,EducationCompleted,,e40f80b75a1c4b0cacde22e6b19d8563,3d558de54501e710bfea9e1e1da952d3,92299301d3464f9989b4771985b56e0c
873b1f66188345f8b6c68bb3f0f07708,ХЛЕБ-22038,2022,38,66f2dff0dcfb4db491cdd2e321e50c48,2022-05-16,2022-05-20,25,23,EducationCompleted,,0af16ce01f0f48c08e94bcf555fdd23e,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
0ce741da8aa14fa09ebfd6146b946b08,ИКТН-21160,2021,160,e5aaf801639a4355a36c0a4d90f16a12,2021-10-11,2021-10-30,25,22,EducationCompleted,,44bde52b7dbd49609573a38edd36a3ab,24688da54501e501bfea9e1e4da982e2,011f0dc08c08467b90c5b9f4c742142a
4f1d10d25c2844d1bd6a2a1e2813cd98,ПАРЗ-21103,2021,103,08c7de4212414d0ebf46d8dcda24524a,2021-10-05,2021-10-23,11,11,EducationCompleted,,89e0c24cedcb4b3e83403c76d93b182d,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
30a40212ccca4ffba4a62c94e6f06b0d,ОСПУ-21120,2021,120,4f776c3a63f54f2a89c7683fc0e43f12,2021-11-08,2021-11-29,4,4,EducationCompleted,,f8026ff03bb5400c9edeab34a4a181e0,3d558de54501e710bfea9e1e1da952d3,b59f8ecc5b9647268a705ad7cbbc03f7
5813f6054f624087a52152600ec87cb3,КОСЗ-21115,2021,115,10da4b3750664060b5fb32e02efb8f73,2021-10-15,2021-11-13,7,5,EducationCompleted,,27a945320895467d94113b6c631f6496,3d558de54501e710bfea9e1e1da952d3,70df14ca156e43ccaeaac1f90f729a78
47fcd22c06984bc9bafbf28d5b7c90c4,ДОДО-21140,2021,140,ee83e465cbba4f969a4ec3437d9a753a,2021-11-19,2021-12-04,21,21,EducationCompleted,,c7ba87b235424681a1b340d2341f4f3c,3d558de54501e710bfea9e1e1da952d3,3c16a26f3f134c45a214dd5d46af20f1
4b5431f688e74480b6f89bd1c69c87d8,ХЛЕБ-21124,2021,124,e835b489da0c4356a3bc0838b3d26df1,2021-11-08,2021-11-19,10,10,EducationCompleted,,400ed34f7839426db5d6e3a083eb0269,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
32c75456b6124786bbf6af170f38308c,ЦТДО-21137,2021,137,8b12e9aa316d40648e13081b146d0630,2021-11-15,2021-11-27,20,20,EducationCompleted,,625d6af43b9440a1991f13d165dc5b50,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
